address,price,price_per_sqm,rooms,floor,sqm,date,lot_sqm,housing_type,monthly_fee,build_year,starting_price,page
Dockgatan 21,4195000,56700,3,4,74,2025-03-26,,Lägenhet,4452,2015,4195000,43
Karolingatan 16,1800000,21200,4,4,85,2025-03-27,,Lägenhet,5578,1969,1895000,43
Ernst Ahlgrensgatan 2B,2950000,53600,2,7,55,2025-03-26,,Lägenhet,3496,,2995000,43
Vitemöllegatan 3B,1055000,21700,2,2,48,2025-03-26,,Lägenhet,3498,1944,995000,43
Herrestadsgatan 1B,2195000,40600,2,1,54,2025-03-26,,Lägenhet,3840,1948,2195000,43
Fågelbacksgatan 4A,4125000,47700,3,5,86,2025-03-26,,Lägenhet,5833,1993,4095000,43
Amiralsgatan 46B,2900000,45300,3,,64,2025-03-26,,Lägenhet,3989,1936,2850000,43
Isbergs gata 4,3995000,49900,3,3,80,2025-03-26,,Lägenhet,4715,2011,3995000,43
Vitemöllegatan 3H,1350000,27700,2,3,48,2025-03-26,,Lägenhet,3498,,1350000,43
Amiralsgatan 87A,1010000,19400,2,2,52,2025-03-26,,Lägenhet,4140,,1095000,43
Lilla Varvsgatan 13F,4100000,53900,3,3,76,2025-03-26,,Lägenhet,4784,2021,4125000,43
Smålandsgatan 20E,1200000,22600,2,3,53,2025-03-26,,Lägenhet,3343,1944,1200000,43
Knopgränd 1B,1650000,45800,1,1,36,2025-03-26,,Lägenhet,3027,2020,1695000,43
Roskildevägen 41A,2900000,30800,3,1,94,2025-03-26,,Lägenhet,7203,1948,2850000,43
Erikslustvägen 30D,4500000,41300,5,1,109,2025-03-26,,Lägenhet,7119,1953,4695000,43
Carl Flormansgatan 19,2200000,30100,3,5,73,2025-03-26,,Lägenhet,6095,2017,2295000,43
Andréegatan 9C,4400000,57900,3,3,76,2025-03-26,,Lägenhet,5711,1910,4350000,43
Örsholmsgången 8A,1650000,27000,2,1,61,2025-03-26,,Lägenhet,5193,1946,1795000,43
Formgatan 24,3700000,43500,3,4,85,2025-03-26,,Lägenhet,5258,2022,3795000,44
Östra Promenaden 1A,4900000,49500,3,2,99,2025-03-25,,Lägenhet,5728,1913,4795000,44
Sergels väg 9B,2620000,43000,2,3,61,2025-03-25,,Lägenhet,3649,1954,2395000,44
Spånehusvägen 43C,3700000,47400,3,1,78,2025-03-26,,Lägenhet,3460,1933,3700000,44
Hammars Parkväg 18B,3660000,41600,3,1,88,2025-03-25,,Lägenhet,5607,2008,3795000,44
Östra Farmvägen 38C,1750000,26500,3,2,66,2025-03-25,,Lägenhet,4366,1955,1595000,44
Rosengrens gata 5,4900000,49500,4,5,99,2025-03-25,,Lägenhet,7508,2019,4995000,44
Östra Farmvägen 38B,1490000,24800,2,2,60,2025-03-25,,Lägenhet,4160,1955,1400000,44
Industrigatan 4A,2400000,44400,2,1,54,2025-03-25,,Lägenhet,4535,2023,2495000,44
Kronetorpsgatan 64B,1000000,18000,2,4,55,2025-03-25,,Lägenhet,3976,1961,1095000,44
Tessins väg 12,4800000,53900,3,7,89,2025-03-24,,Lägenhet,6115,1952,4595000,44
Edward Lindahlsgatan 14C,3247500,51900,3,4,62,2025-03-24,,Lägenhet,3470,1938,3195000,44
Von Lingens väg 116,895000,11300,3,7,79,2025-03-24,,Lägenhet,,,,44
Amiralsgatan 6,5595000,40500,4,1,138,2025-03-24,,Lägenhet,10650,1898,5495000,44
Scaniaplatsen 21,6495000,54600,5,5,119,2025-03-24,,Lägenhet,9483,2006,6495000,44
Per Wickenbergsgatan 3,3000000,46200,3,1,65,2025-03-24,,Lägenhet,4499,1936,2795000,44
Exercisgatan 9,5100000,47200,4,3,108,2025-03-24,,Lägenhet,6299,1929,4695000,44
Skräddarebyn 1A,1125000,18900,2,1,59,2025-03-24,,Lägenhet,5161,2007,1250000,44
Erikstorpsgatan 18,5150000,50500,4,5,102,2025-03-24,,Lägenhet,5771,1935,5195000,44
Kilian Zollsgatan 27C,3650000,50000,3,4,73,2025-03-24,,Lägenhet,6205,1954,3695000,44
Östra Promenaden 9A,4600000,46900,4,3,98,2025-03-24,,Lägenhet,5809,1986,4695000,44
Hantverkaregatan 11,3100000,53900,2,2,57,2025-03-24,,Lägenhet,3554,1934,3195000,44
Oshögavägen 226,1795000,23300,3,1,77,2025-03-24,,Lägenhet,5378,,1795000,44
Östra Kristinelundsvägen 12B,1550000,39700,1,3,39,2025-03-24,,Lägenhet,3205,1943,1595000,44
Jespersgatan 14C,1650000,13900,4,3,119,2025-03-24,,Lägenhet,12927,1938,1749000,44
Nobelvägen 70B,1650000,28400,2,4,58,2025-03-23,,Lägenhet,3792,1936,1695000,44
Kulladalsgatan 12A,1895000,21800,3,,87,2025-03-24,,Lägenhet,5907,,1895000,44
Per Albin Hanssons väg 52B,1405000,26000,2,8,54,2025-03-23,,Lägenhet,4446,1957,1450000,44
Kulladalsgatan 16C,1950000,23200,3,,84,2025-03-24,,Lägenhet,5668,,2095000,44
Konsultgatan 21,1300000,20600,2,8,63,2025-03-23,,Lägenhet,5096,1972,1295000,44
Dockgatan 17,2295000,56000,1,5,41,2025-03-23,,Lägenhet,2896,2013,2295000,44
Einar Hansens Esplanad 5,4630000,52900,4,5,87,2025-03-23,,Lägenhet,6182,2021,4895000,44
Föreningsgatan 65B,5640000,45100,4,2,125,2025-03-23,,Lägenhet,5958,1928,5695000,44
Sankt Johannesgatan 3A,8100000,57000,4,8,142,2025-03-22,,Lägenhet,7296,2012,8100000,44
Norrbäcksgatan 25,1270000,14900,3,1,85,2025-03-23,,Lägenhet,5718,,1395000,44
Soprangatan 10,1350000,18000,3,2,75,2025-03-22,,Lägenhet,6194,1975,1350000,45
Tornfalksgatan 10B,2370000,24600,4,7,96,2025-03-22,,Lägenhet,5507,1964,2395000,45
Roskildevägen 29A,2750000,42300,3,3,65,2025-03-22,,Lägenhet,6233,1946,2795000,45
Höstgatan 39,1550000,30400,2,1,51,2025-03-22,,Lägenhet,3778,1937,1595000,45
Ankargatan 9,3695000,50600,3,1,73,2025-03-22,,Lägenhet,5397,2005,3695000,45
Örsholmsgången 2A,1350000,37500,1,4,36,2025-03-21,,Lägenhet,3181,1946,1350000,45
Kulladalsgatan 22A,1425000,16400,3,1,87,2025-03-21,,Lägenhet,5755,1966,1495000,45
Lotshusgatan 2B,3100000,49200,2,5,63,2025-03-22,,Lägenhet,4195,2019,3395000,45
Duvhöksgatan 4A,965000,16100,2,6,60,2025-03-21,,Lägenhet,3765,1962,995000,45
Statistgatan 12,1995000,25400,3,7,78,2025-03-21,,Lägenhet,5081,1973,1995000,45
Bragegatan 2A,1715000,28500,2,,60,2025-03-21,,Lägenhet,3107,1937,1645000,45
Falkmansgatan 5A,2225000,25900,3,7,86,2025-03-21,,Lägenhet,5156,1958,2195000,45
Jungmansgatan 2A,1645000,43300,1,2,38,2025-03-21,,Lägenhet,2523,2012,1495000,45
Örsholmsgången 2A,1960000,32700,2,4,60,2025-03-21,,Lägenhet,4475,1946,1995000,45
Östra Kristinelundsvägen 8A,1600000,40000,1,3,40,2025-03-21,,Lägenhet,2890,1948,1595000,45
Hyllie Boulevard 9D,2640000,41300,2,2,64,2025-03-21,,Lägenhet,4101,2014,2695000,45
Henrik Smithsgatan 9,2800000,51900,3,2,54,2025-03-21,,Lägenhet,3689,1934,2895000,45
Bobergsängen 3E,2455000,34500,3,3,71,2025-03-21,,Lägenhet,5858,,2395000,45
Grönalundsgatan 13B,1550000,25800,2,4,60,2025-03-21,,Lägenhet,4673,1954,1695000,45
Salongsgatan 22G,2900000,39300,3,3,73,2025-03-21,,Lägenhet,6626,2001,2995000,45
Saarisvägen 4B,1470000,26000,2,6,56,2025-03-21,,Lägenhet,3851,1942,1495000,45
Östra Farmvägen 38F,1245000,20800,2,3,60,2025-03-21,,Lägenhet,4160,1955,1245000,45
Västra Varvsgatan 27,3100000,39700,3,1,78,2025-03-21,,Lägenhet,6129,2008,3195000,45
Rödkullastigen 10C,1250000,16000,4,3,78,2025-03-21,,Lägenhet,5858,1962,1350000,45
Dockgatan 45A,7350000,70700,4,6,104,2025-03-21,,Lägenhet,5683,2021,7495000,45
Norrbäcksgatan 47,1325000,15500,3,2,85,2025-03-21,,Lägenhet,5792,,1495000,45
Salongsgatan 34,3850000,62100,2,3,62,2025-03-21,,Lägenhet,4927,2006,3995000,45
Älggatan 36C,1450000,26900,2,1,54,2025-03-21,,Lägenhet,4143,1956,1495000,45
Fridhemstorget 20A,1700000,38600,2,4,44,2025-03-21,,Lägenhet,3923,1944,1795000,45
Bodekullsgatan 35B,1600000,28400,2,3,56,2025-03-21,,Lägenhet,2879,,1695000,45
Dockgatan 51,3995000,51200,3,2,78,2025-03-21,,Lägenhet,4604,2021,4095000,45
Mogensgatan 7,1075000,17500,3,3,61,2025-03-21,,Lägenhet,4795,1937,1095000,45
Långgårdsgatan 1,3995000,47000,3,3,85,2025-03-21,,Lägenhet,6186,1983,3995000,45
Majorsgatan 10,3100000,36000,3,5,86,2025-03-21,,Lägenhet,5547,1983,3295000,45
Sandbackegången 4B,1200000,21100,2,3,57,2025-03-21,,Lägenhet,4865,1949,1200000,45
Einar Hansens Esplanad 5,2300000,46500,2,2,49,2025-03-21,,Lägenhet,3752,2021,2395000,46
Lilla Varvsgatan 25B,2800000,50900,2,5,55,2025-03-21,,Lägenhet,4109,,2895000,46
Kilian Zollsgatan 21A,3795000,48000,3,3,79,2025-03-20,,Lägenhet,5584,1952,3795000,46
Albinsrogatan 5B,3100000,31000,4,,100,2025-03-20,,Lägenhet,6527,1965,3200000,46
Von Lingens väg 116,895000,11300,3,3,79,2025-03-20,,Lägenhet,5477,1969,895000,46
Slussgatan 14,2950000,37300,3,1,79,2025-03-20,,Lägenhet,5344,1907,2895000,46
Lugna gatan 50,3100000,34100,4,1,91,2025-03-20,,Lägenhet,7514,,2975000,46
Ellstorpsgatan 2A,1050000,30900,1,5,34,2025-03-20,,Lägenhet,3410,,1050000,46
Stora Trädgårdsgatan 6B,6050000,43500,5,4,139,2025-03-20,,Lägenhet,10574,2008,6195000,46
Saarisvägen 2A,1695000,24600,3,2,69,2025-03-20,,Lägenhet,4012,1940,1695000,46
Ellstorpsgatan 4C,1425000,27400,2,4,52,2025-03-20,,Lägenhet,4806,1938,1450000,46
Vendelsfridsgatan 6B,2395000,28300,4,11,84,2025-03-20,,Lägenhet,5218,1959,2395000,46
Karolingatan 18,1750000,20600,3,7,85,2025-03-20,,Lägenhet,5629,,1795000,46
Norra Bulltoftavägen 71A,1100000,18800,2,3,58,2025-03-20,,Lägenhet,5716,1950,1195000,46
Västra Älvgatan 6,7700000,70000,5,7,110,2025-03-20,,Lägenhet,7554,2024,7595000,46
Branteviksgatan 9B,1400000,26200,2,1,53,2025-03-20,,Lägenhet,3622,1957,1400000,46
Carl Flormansgatan 17,2095000,29900,3,1,70,2025-03-20,,Lägenhet,5860,,2095000,46
Sadelmakarebyn 7C,1110000,21300,2,1,52,2025-03-20,,Lägenhet,5679,2004,1145000,46
Exercisgatan 13,5550000,45900,4,2,121,2025-03-19,,Lägenhet,6880,1929,5495000,46
Nobelvägen 58,1795000,37400,2,4,48,2025-03-20,,Lägenhet,3600,1934,1895000,46
Rådmansgatan 15E,1960000,46700,2,4,42,2025-03-19,,Lägenhet,3901,1945,1950000,46
Östra Ryttmästaregatan 5,3550000,52200,2,3,68,2025-03-19,,Lägenhet,4478,,3595000,46
Tessins väg 14,3875000,52400,3,5,74,2025-03-19,,Lägenhet,6054,1954,3595000,46
Stubbamöllegatan 2A,950000,17000,2,2,56,2025-03-19,,Lägenhet,4949,1952,950000,46
Sallys gata 42,2450000,51000,2,4,48,2025-03-19,,Lägenhet,3730,2016,2450000,46
Tessins väg 18B,4650000,59200,3,6,78,2025-03-19,,Lägenhet,6163,1947,4895000,46
Klågerupsvägen 331F,2850000,30800,4,2,92,2025-03-19,,Lägenhet,4735,1977,2850000,46
Föreningsgatan 47B,3200000,45000,3,,71,2025-03-19,,Lägenhet,4373,1904,3495000,46
Västra Stallmästaregatan 19,4800000,40300,5,4,119,2025-03-18,,Lägenhet,7674,1948,4295000,46
Sallerupsvägen 26B,1840000,30200,2,3,61,2025-03-18,,Lägenhet,4517,1939,1595000,46
Bodekullsgatan 34A,600000,32400,1,1,18,2025-03-18,,Lägenhet,1407,1958,620000,46
Slussgatan 14,2395000,42800,2,4,56,2025-03-18,,Lägenhet,3755,1907,2395000,46
Lagmansgatan 6B,3515000,35200,4,10,100,2025-03-18,,Lägenhet,6453,1965,3295000,46
Slussgatan 12C,2295000,38300,2,2,60,2025-03-18,,Lägenhet,2887,1901,2295000,46
Dockgatan 31,6700000,69100,4,5,97,2025-03-18,,Lägenhet,5050,2019,6295000,46
Sergels väg 6A,3600000,46800,3,3,77,2025-03-18,,Lägenhet,6407,1954,3495000,47
Sankt Johannesgatan 3D,5195000,55900,3,5,93,2025-03-18,,Lägenhet,5323,2012,5195000,47
Kollegiegatan 5E,955000,14000,3,3,68,2025-03-18,,Lägenhet,3713,1960,895000,47
Västra Rönneholmsvägen 64B,2700000,45000,3,1,60,2025-03-18,,Lägenhet,2899,1944,2695000,47
Estlandsgatan 5E,1100000,17100,3,1,64,2025-03-18,,Lägenhet,3989,1957,1100000,47
Formgatan 30,3550000,44100,3,5,80,2025-03-18,,Lägenhet,5017,2023,3395000,47
Ledebursgatan 2,3695000,31600,3,2,117,2025-03-18,,Lägenhet,7616,1907,3695000,47
Nils Forsbergsgatan 11,1595000,39900,1,4,40,2025-03-18,,Lägenhet,2604,,1595000,47
Rådmansgatan 23F,1895000,46200,2,3,41,2025-03-18,,Lägenhet,4349,1944,1895000,47
Friisgatan 1,5125000,41700,4,3,123,2025-03-18,,Lägenhet,7118,,5295000,47
Stora Varvsgatan 39,2495000,48900,2,4,51,2025-03-18,,Lägenhet,4496,,2495000,47
Major Nilssonsgatan 15A,2090000,39400,2,1,53,2025-03-18,,Lägenhet,4000,1954,2090000,47
Lundavägen 41,1250000,34700,1,4,36,2025-03-18,,Lägenhet,3327,2014,1250000,47
Fredmansgatan 5A,3200000,44400,3,2,72,2025-03-18,,Lägenhet,6076,1929,3295000,47
Lägatan 17,3975000,51000,3,4,78,2025-03-18,,Lägenhet,4569,2019,3795000,47
Konduktörsgatan 9,2700000,42900,2,7,63,2025-03-18,,Lägenhet,4419,2019,2795000,47
Ronnebygatan 18,2825000,38700,3,1,73,2025-03-18,,Lägenhet,4261,1937,2295000,47
Bures gata 27,2850000,40100,3,2,71,2025-03-18,,Lägenhet,5105,,2895000,47
Köpenhamnsvägen 11A,2995000,35900,4,1,83,2025-03-17,,Lägenhet,6073,1953,2995000,47
Storabackegatan 26A,1750000,25500,3,2,68,2025-03-17,,Lägenhet,4614,1949,1795000,47
Claesgatan 1,2500000,43900,2,3,57,2025-03-17,,Lägenhet,3356,1907,2595000,47
Bergsgatan 2A,2325000,39400,2,6,59,2025-03-17,,Lägenhet,3664,1907,2395000,47
Grönalundsgatan 11A,1260000,21700,2,4,58,2025-03-17,,Lägenhet,4484,1954,1295000,47
Bragegatan 2A,1700000,28300,2,2,60,2025-03-17,,Lägenhet,3101,1937,1700000,47
Serenadgatan 70,1095000,13400,3,1,81,2025-03-17,,Lägenhet,4910,1971,1095000,47
Slussgatan 12L,2650000,44200,2,2,60,2025-03-17,,Lägenhet,2856,1901,2695000,47
Axel Danielssons väg 67,1240000,15500,3,1,80,2025-03-17,,Lägenhet,5194,,1195000,47
Grönalundsgatan 26A,3150000,30600,4,4,103,2025-03-17,,Lägenhet,7297,,3295000,47
Regissörgatan 17,1770000,22400,3,3,79,2025-03-17,,Lägenhet,4859,1973,1895000,47
Berguvsgatan 2A,1450000,25200,2,7,57,2025-03-16,,Lägenhet,3636,1962,1395000,47
Allétorget 12,3120000,40800,3,4,76,2025-03-16,,Lägenhet,5087,2018,3250000,47
Sivs gränd 3A,3550000,46700,3,6,76,2025-03-16,,Lägenhet,5826,,3595000,47
Lundbergsgatan 19,5420000,56500,4,3,96,2025-03-16,,Lägenhet,7700,1913,5395000,47
Sandbackegatan 7A,1600000,23200,3,2,69,2025-03-16,,Lägenhet,5636,1946,1350000,47
Västra Rönneholmsvägen 53A,2125000,42500,2,1,50,2025-03-16,,Lägenhet,2706,1938,2195000,47
Nobelvägen 70B,1695000,31300,2,3,54,2025-03-16,,Lägenhet,4579,1936,1695000,48
Lönngatan 48C,760000,23000,1,2,33,2025-03-16,,Lägenhet,2771,,775000,48
Regementsgatan 76,5500000,58500,3,4,94,2025-03-16,,Lägenhet,7560,1910,5595000,48
Kalkstensvägen 5,3700000,52100,3,2,71,2025-03-15,,Lägenhet,2336,2009,3795000,48
Fabriksgatan 1,1250000,56800,1,1,22,2025-03-16,,Lägenhet,1588,1929,1195000,48
Axel Danielssons väg 13,1300000,16300,3,1,80,2025-03-15,,Lägenhet,5194,1972,1395000,48
Kristianstadsgatan 39B,1450000,38200,1,4,38,2025-03-15,,Lägenhet,3232,1936,1295000,48
Sadelmakarebyn 4C,975000,18800,2,1,52,2025-03-15,,Lägenhet,4722,2005,995000,48
Södra Promenaden 43,1675000,41900,1,1,40,2025-03-15,,Lägenhet,3209,1932,1745000,48
Kronetorpsgatan 64F,1150000,16400,3,1,70,2025-03-15,,Lägenhet,4811,1961,1250000,48
Majorsgatan 6,3400000,35100,4,1,97,2025-03-15,,Lägenhet,6256,1909,3495000,48
Torpgatan 8,2395000,37100,2,1,64,2025-03-15,,Lägenhet,4356,1989,2395000,48
Östergatan 27,5500000,52400,3,5,105,2025-03-15,,Lägenhet,7245,1896,5295000,48
Regissörgatan 7,2095000,26700,3,4,78,2025-03-15,,Lägenhet,4885,1971,2095000,48
Folketshusvägen 17,1900000,35200,2,3,54,2025-03-15,,Lägenhet,4940,,1995000,48
Roskildevägen 13B,3650000,47000,3,,77,2025-03-14,,Lägenhet,,,,48
Beritta Gurrisgatan 1B,5995000,57400,4,9,104,2025-03-14,,Lägenhet,8278,1985,5995000,48
Nicoloviusgatan 6A,3195000,51500,2,6,62,2025-03-14,,Lägenhet,3602,1957,3195000,48
Sankt Knuts väg 8B,1500000,41700,1,3,36,2025-03-14,,Lägenhet,3138,1936,1595000,48
Köpenhamnsvägen 48B,2650000,35300,3,4,75,2025-03-14,,Lägenhet,4961,,2695000,48
Sallerupsvägen 26B,1225000,27200,2,3,45,2025-03-14,,Lägenhet,3429,1939,1295000,48
Albinsrogatan 47,2025000,28300,3,8,71,2025-03-14,,Lägenhet,4810,1965,2000000,48
Branteviksgatan 10B,875000,17300,2,3,50,2025-03-14,,Lägenhet,3602,1955,895000,48
Slottsgatan 18,4195000,61700,2,5,68,2025-03-14,,Lägenhet,3012,1897,4195000,48
Kronborgsvägen 12B,2550000,38600,3,,66,2025-03-14,,Lägenhet,5541,1945,2495000,48
Arkitektgatan 23,2600000,30800,3,1,84,2025-03-14,,Lägenhet,5621,1967,2695000,48
Allétorget 6,2065000,40500,2,,51,2025-03-14,,Lägenhet,3741,,2095000,48
Eriksrogatan 3,1850000,33900,2,3,54,2025-03-14,,Lägenhet,4433,1950,1895000,48
Amiralsgatan 87D,1745000,25700,3,2,68,2025-03-14,,Lägenhet,4899,1947,1745000,48
Håkanstorpsvägen 1D,1995000,25400,3,1,78,2025-03-14,,Lägenhet,6298,2000,1995000,48
Skvadronsgatan 20A,1500000,44100,2,1,34,2025-03-14,,Lägenhet,3086,1944,1550000,48
Stadiongatan 55E,1360000,25700,2,4,53,2025-03-14,,Lägenhet,3347,1959,1395000,48
Kapellgatan 18,1850000,44800,1,1,41,2025-03-14,,Lägenhet,3140,1929,1895000,48
Krutmeijersgatan 10B,2100000,38200,2,3,55,2025-03-13,,Lägenhet,4321,,2100000,48
Ingenjörsgatan 16,2490000,28600,3,5,87,2025-03-13,,Lägenhet,5245,,2490000,48
Skvadronsgatan 9B,3750000,44600,3,1,84,2025-03-13,,Lägenhet,5000,1945,3750000,49
Lovartsgatan 13,1600000,48500,1,2,33,2025-03-13,,Lägenhet,3032,2023,1650000,49
Österportsgatan 3B,3495000,34600,3,1,101,2025-03-13,,Lägenhet,7470,1902,3695000,49
Tors gränd 13,1550000,40800,2,3,38,2025-03-13,,Lägenhet,3385,2019,1595000,49
Edward Lindahlsgatan 12D,2095000,41900,2,3,50,2025-03-13,,Lägenhet,2941,,2095000,49
Dockgatan 41,4100000,55400,3,,74,2025-03-13,,Lägenhet,4128,2020,4195000,49
Annebergsgatan 5A,2295000,35000,2,3,65,2025-03-13,,Lägenhet,4395,1966,2295000,49
Murbruksgatan 15A,4495000,49400,4,4,91,2025-03-13,,Lägenhet,6421,,4495000,49
Serenadgatan 22,1400000,17100,2,13,82,2025-03-13,,Lägenhet,6399,1972,1495000,49
Roskildevägen 31B,2100000,41600,2,2,50,2025-03-13,,Lägenhet,4561,1947,2095000,49
Branteviksgatan 16B,950000,17600,2,2,54,2025-03-13,,Lägenhet,3797,1956,950000,49
Dalslandsgatan 6,1295000,26400,2,2,49,2025-03-13,,Lägenhet,3696,1936,1295000,49
Bomgatan 14,2295000,45000,2,3,51,2025-03-13,,Lägenhet,3834,2020,2295000,49
Ormvråksgatan 9,1475000,22000,2,4,67,2025-03-13,,Lägenhet,4594,1965,1495000,49
Skvadronsgatan 22B,4395000,36000,4,3,122,2025-03-13,,Lägenhet,8274,1947,4395000,49
Vattenverksvägen 17C,875000,19700,1,1,44,2025-03-13,,Lägenhet,2741,,900000,49
Aktrisgatan 16,2060000,26200,3,2,78,2025-03-13,,Lägenhet,4859,,1995000,49
Dockgatan 41,3970000,49000,3,5,81,2025-03-13,,Lägenhet,4387,2019,4195000,49
Jägersrovägen 18A,950000,16700,2,1,57,2025-03-13,,Lägenhet,4293,1955,995000,49
Köpenhamnsvägen 49B,2095000,35200,2,2,59,2025-03-13,,Lägenhet,5123,1952,2095000,49
Regementsgatan 29C,2110000,45900,1,4,46,2025-03-13,,Lägenhet,2573,1943,2195000,49
Tors gränd 13,1550000,40800,2,3,38,2025-03-13,,Lägenhet,3385,2019,1595000,49
Trelleborgsgatan 8B,1400000,35000,1,4,40,2025-03-13,,Lägenhet,3687,,1425000,49
Bergsgatan 7,4400000,45800,3,3,96,2025-03-13,,Lägenhet,5515,,4495000,49
Västergatan 40,6615000,61300,4,2,108,2025-03-13,,Lägenhet,5421,1884,6695000,49
Rosengrens gata 11,4700000,58800,3,3,80,2025-03-13,,Lägenhet,5246,2013,4595000,49
Kolsyregatan 22,2660000,36400,3,2,73,2025-03-13,,Lägenhet,5788,2020,2695000,49
Producentgatan 11,1165000,17800,2,4,65,2025-03-12,,Lägenhet,4191,1973,1295000,49
Exercisgatan 3,4300000,41000,4,1,105,2025-03-13,,Lägenhet,4996,,4495000,49
Ellstorpsgatan 3A,1175000,28700,1,4,41,2025-03-13,,Lägenhet,3959,1943,1195000,49
Musketörgatan 4B,1175000,21400,2,2,55,2025-03-12,,Lägenhet,5392,,1175000,49
Nikolaigatan 4C,2100000,47200,2,3,44,2025-03-12,,Lägenhet,2988,1939,2095000,49
Gustaf Rydbergsgatan 14A,2335000,40300,2,2,58,2025-03-12,,Lägenhet,4959,1944,2295000,49
Tulpangatan 13,1400000,14300,3,3,98,2025-03-12,,Lägenhet,7613,1973,1395000,49
Mäster Eriks Plan 7D,4875000,56000,4,2,87,2025-03-12,,Lägenhet,6624,1932,4495000,49
Jägersrovägen 17A,1200000,18800,3,1,64,2025-03-12,,Lägenhet,4605,1960,1195000,50
Bangatan 6F,2015000,26200,3,1,77,2025-03-12,,Lägenhet,4736,1964,1995000,50
Solters Plan 1A,1150000,49100,1,2,23,2025-03-12,,Lägenhet,1504,1939,995000,50
Carl Herslowsgatan 11D,2955000,56000,2,2,52,2025-03-12,,Lägenhet,4120,1943,2895000,50
Tessins väg 8B,3050000,46200,2,3,66,2025-03-12,,Lägenhet,5286,1956,3195000,50
Svågertorpsvägen 7,2070000,19900,4,2,104,2025-03-12,,Lägenhet,6709,1983,1995000,50
Bellmansgatan 1,2775000,41400,3,1,67,2025-03-12,,Lägenhet,4779,1926,2875000,50
Eslövsgatan,2020000,40400,2,3,50,2025-03-12,,Lägenhet,4974,1937,2095000,50
Ernst Ahlgrensgatan 2A,4100000,51900,3,4,79,2025-03-12,,Lägenhet,5021,1953,4175000,50
Glasbrukskajen 2B,3475000,43700,3,3,79,2025-03-12,,Lägenhet,5125,2018,3495000,50
Österportsgatan 4A,2750000,46600,2,2,59,2025-03-12,,Lägenhet,4050,1912,2850000,50
Idaborgsgatan 57F,1025000,29300,1,5,35,2025-03-12,,Lägenhet,3217,1940,1050000,50
Kulladalsgatan 20B,2000000,23300,3,1,86,2025-03-12,,Lägenhet,5727,1965,1995000,50
Högatorpsvägen 31,2200000,28900,3,1,76,2025-03-12,,Lägenhet,5228,,2225000,50
Rödkullastigen 3A,1080000,15500,3,4,69,2025-03-12,,Lägenhet,5494,1959,1150000,50
Kalkstensvägen 17,3175000,43500,2,5,73,2025-03-12,,Lägenhet,4726,,3395000,50
Lantmannagatan 6B,1130000,24600,2,3,46,2025-03-12,,Lägenhet,4401,1944,1195000,50
Regementsgatan 23,6200000,54900,3,3,113,2025-03-12,,Lägenhet,7121,1937,6495000,50
Roskildevägen 15B,3900000,43300,3,3,90,2025-03-12,,Lägenhet,7506,1945,3995000,50
Hallenborgs gata 14A,3575000,48300,3,2,74,2025-03-12,,Lägenhet,5398,2018,3695000,50
Producentgatan 15,2000000,25300,3,2,79,2025-03-12,,Lägenhet,4776,1972,2195000,50
Ellstorpsgatan 4A,1075000,26600,2,2,40,2025-03-12,,Lägenhet,4143,1938,1095000,50
Vimmerbyvägen 3,2175000,32000,2,1,68,2025-03-12,,Lägenhet,4523,2011,2195000,50
Skräddarebyn 1B,1615000,19600,3,2,82,2025-03-12,,Lägenhet,7004,2007,1695000,50
Prinsgatan 8,1175000,33600,1,2,35,2025-03-11,,Lägenhet,3109,,1195000,50
Kockumsgatan 3A,4300000,53000,3,1,81,2025-03-11,,Lägenhet,6289,1933,3995000,50
Ehrensvärdsgatan 18,1650000,33800,2,3,48,2025-03-11,,Lägenhet,3229,1929,1695000,50
Östra Kalkbrottsgränd 42,2795000,38800,4,2,72,2025-03-11,,Lägenhet,5474,1945,2795000,50
Sorgenfrivägen 9D,4555000,56200,3,1,81,2025-03-11,,Lägenhet,5764,1941,3995000,50
Hjorttackegatan 1,4100000,68300,2,2,60,2025-03-11,,Lägenhet,3503,1907,3995000,50
Mastgränd 23,3300000,52400,3,4,63,2025-03-11,,Lägenhet,4080,,3395000,50
Hyacintgatan 5,1125000,14800,3,2,76,2025-03-11,,Lägenhet,4962,1973,1195000,50
Östra Farmvägen 38C,1750000,23200,3,2,75,2025-03-11,,Lägenhet,4966,1955,1750000,50
Von Lingens väg 7,1370000,13400,4,3,102,2025-03-11,,Lägenhet,7712,1968,1395000,50
Serenadgatan 30,1245000,15200,3,15,82,2025-03-11,,Lägenhet,6399,1972,1295000,50
Bodekullsgatan 29A,1695000,30000,2,4,56,2025-03-11,,Lägenhet,4716,1945,1695000,51
Salongsgatan 19F,4550000,52300,2,2,87,2025-03-11,,Lägenhet,4950,2001,4795000,51
Spånehusvägen 62D,1200000,23300,2,4,51,2025-03-11,,Lägenhet,4272,1953,1245000,51
Tulpangatan 6,995000,20500,2,5,48,2025-03-11,,Lägenhet,3661,1973,1025000,51
Bangatan 4A,2595000,34100,3,8,76,2025-03-11,,Lägenhet,4833,1964,2595000,51
Grönalundsgatan 32B,1800000,25400,3,3,71,2025-03-11,,Lägenhet,4540,1965,1795000,51
Östra Farmvägen 44A,1160000,23000,2,3,50,2025-03-11,,Lägenhet,3743,1955,1175000,51
Västra Skrävlingevägen 88,1675000,20800,3,1,80,2025-03-11,,Lägenhet,4533,1969,1750000,51
